"indicateur","sexe","région","diplôme","groupe-d-age","Unit","Date","Value"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2018","103.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2019","153"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2020","307.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2021","53.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2022","224.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sahel","Non concerné","Non concerné","Nombre","2017","194.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sahel","Non concerné","Non concerné","Nombre","2018","32.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sahel","Non concerné","Non concerné","Nombre","2019","78.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sahel","Non concerné","Non concerné","Nombre","2020","187.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sahel","Non concerné","Non concerné","Nombre","2021","20.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sahel","Non concerné","Non concerné","Nombre","2022","141.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2017","93.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2018","51"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","101.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","213.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","56.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","169.8"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2017","1016.7"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2018","545"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2019","842.7"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2020","3292.6"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2021","252.075"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2022","735.15"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2017","74.6"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2018","20"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2019","13.2"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2020","133.7"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2021","60.35"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2022","30.25"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Cascades","Non concerné","Non concerné","Nombre","2017","37.4"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Cascades","Non concerné","Non concerné","Nombre","2018","23"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Cascades","Non concerné","Non concerné","Nombre","2019","22.4"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Cascades","Non concerné","Non concerné","Nombre","2020","141.8"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Cascades","Non concerné","Non concerné","Nombre","2021","1016.1"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Cascades","Non concerné","Non concerné","Nombre","2022","24.8"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre","Non concerné","Non concerné","Nombre","2017","551.7"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre","Non concerné","Non concerné","Nombre","2018","354.5"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre","Non concerné","Non concerné","Nombre","2019","549.5"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre","Non concerné","Non concerné","Nombre","2020","1583.3"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre","Non concerné","Non concerné","Nombre","2021","64.8"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre","Non concerné","Non concerné","Nombre","2022","461.45"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2017","11.6"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2018","11.5"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2019","35.7"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2020","157.8"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2021","71"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2022","14.25"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2017","58.2"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2018","11.7"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2019","28.5"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2020","91.5"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2021","55.35"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2022","26.95"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2017","41.3"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2018","20.8"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2019","17.2"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2020","118.4"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2021","62.9"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2022","27"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2017","32.5"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2018","11.2"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2019","6.3"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2020","75.3"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2021","34.45"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2022","8.55"
"Montant des financements accordés (par le FAPE, le FASI, le FAIJ et le PPEJ) par région selon le sexe (en millions de FCFA)","Feminin","Est","Non concerné","Non concerné","Nombre","2017","31.4"
